transaction_id,loyalty_account_id,customer_id,customer_name,tier,transaction_type,points,available_points,booking_id,booking_amount,booking_status,description,created_at
1236,139,139,"Vũ Anh",MEMBER,EARN,5,15,1609,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-24 16:42"
869,103,103,"Vũ Nam",SILVER,EARN,8,29,1144,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-25 19:01"
1785,187,187,"Tô Dũng",PLATINUM,EARN,8,32,2284,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-25 23:51"
2408,231,231,"Phạm Hương",GOLD,EARN,5,37,3041,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-26 13:46"
1440,150,150,"Võ Phát",SILVER,EARN,8,29,1849,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-27 00:37"
2361,226,226,"Mai Linh",GOLD,EARN,8,18,2976,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-28 15:01"
2113,206,206,"Hồ Duy",MEMBER,EARN,3,3,2664,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-29 18:07"
1593,167,167,"Tô Phát",GOLD,EARN,8,55,2037,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-30 13:35"
2170,216,216,"Ngô Việt",SILVER,EARN,8,24,2745,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-30 13:47"
2454,236,236,"Bùi Ngân",SILVER,EARN,5,13,3093,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-30 13:54"
1572,165,165,"Đinh Trang",SILVER,EARN,5,66,2014,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-30 15:44"
1040,120,120,"Võ Lan",SILVER,EARN,8,29,1367,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-30 16:18"
1786,187,187,"Tô Dũng",PLATINUM,EARN,5,37,2285,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-30 17:56"
2447,234,234,"Đào Dũng",MEMBER,EARN,3,3,3084,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-30 18:48"
1379,148,148,"Tô Long",GOLD,EARN,8,117,1781,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-30 21:04"
2058,203,203,"Vũ Huy",GOLD,EARN,8,40,2604,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-30 22:29"
1917,195,195,"Vũ Đức",GOLD,EARN,8,42,2440,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-09-30 22:40"
751,96,96,"Nguyễn Tiến",PLATINUM,EARN,8,24,1005,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-01 15:53"
2903,271,271,"Lý Thảo",GOLD,EARN,5,21,3637,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-03 12:18"
2059,203,203,"Vũ Huy",GOLD,EARN,8,48,2605,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-03 15:53"
1787,187,187,"Tô Dũng",PLATINUM,EARN,5,42,2286,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-03 22:06"
2541,244,244,"Phạm Anh",GOLD,EARN,5,5,3208,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-04 13:17"
1614,169,169,"Dương Phát",MEMBER,EARN,3,6,2064,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-05 15:21"
1380,148,148,"Tô Long",GOLD,EARN,8,125,1782,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-07 00:07"
710,91,91,"Bùi Nam",SILVER,EARN,5,10,955,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-07 13:29"
2409,231,231,"Phạm Hương",GOLD,EARN,5,42,3042,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-07 14:14"
1908,194,194,"Trần Nam",MEMBER,EARN,3,3,2429,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-07 15:49"
752,96,96,"Nguyễn Tiến",PLATINUM,EARN,8,32,1006,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-07 22:12"
1135,128,128,"Nguyễn Hương",SILVER,EARN,5,52,1483,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-07 22:57"
2410,231,231,"Phạm Hương",GOLD,EARN,8,50,3043,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-08 17:29"
2542,244,244,"Phạm Anh",GOLD,EARN,8,13,3209,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-08 22:25"
1041,120,120,"Võ Lan",SILVER,EARN,5,34,1368,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-09 23:53"
2130,210,210,"Vũ Hương",SILVER,EARN,5,10,2689,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-10 00:30"
1381,148,148,"Tô Long",GOLD,EARN,5,130,1783,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-10 13:20"
2931,272,272,"Hồ Trung",MEMBER,EARN,5,5,3665,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-10 23:43"
753,96,96,"Nguyễn Tiến",PLATINUM,EARN,8,40,1007,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-11 13:10"
1573,165,165,"Đinh Trang",SILVER,EARN,5,71,2015,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-11 14:40"
2387,227,227,"Trần Quân",MEMBER,EARN,3,6,3006,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-13 19:57"
870,103,103,"Vũ Nam",SILVER,EARN,8,37,1145,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-13 20:52"
2394,229,229,"Lý Minh",SILVER,EARN,8,13,3020,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-14 13:58"
2440,232,232,"Hoàng Tuấn",MEMBER,EARN,3,3,3074,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-14 14:32"
2411,231,231,"Phạm Hương",GOLD,EARN,8,58,3044,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-14 15:32"
2543,244,244,"Phạm Anh",GOLD,EARN,5,18,3210,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-14 15:51"
1959,198,198,"Võ Quân",SILVER,EARN,8,16,2489,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-14 16:00"
2060,203,203,"Vũ Huy",GOLD,EARN,8,56,2606,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-14 22:20"
1441,150,150,"Võ Phát",SILVER,EARN,8,37,1850,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-14 22:24"
2455,236,236,"Bùi Ngân",SILVER,EARN,3,16,3094,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-14 23:37"
1788,187,187,"Tô Dũng",PLATINUM,EARN,8,50,2287,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-14 23:55"
2904,271,271,"Lý Thảo",GOLD,EARN,5,26,3638,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-15 00:26"
1944,196,196,"Hoàng Nhung",SILVER,EARN,8,34,2468,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-15 12:02"
1789,187,187,"Tô Dũng",PLATINUM,EARN,8,58,2288,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-15 12:04"
1382,148,148,"Tô Long",GOLD,EARN,5,135,1784,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-15 14:37"
2499,238,238,"Ngô Trang",SILVER,EARN,5,18,3147,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-15 16:30"
2171,216,216,"Ngô Việt",SILVER,EARN,5,29,2746,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-15 22:23"
986,116,116,"Võ Duy",SILVER,EARN,8,16,1302,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-17 20:25"
2983,277,277,"Đặng Hà",SILVER,EARN,8,8,3735,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-17 22:38"
2089,204,204,"Trần Phát",SILVER,EARN,8,8,2637,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-17 23:03"
1170,132,132,"Ngô Thành",MEMBER,EARN,3,24,1526,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-18 19:45"
1177,133,133,"Vũ Việt",SILVER,EARN,5,5,1535,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-18 21:20"
1790,187,187,"Tô Dũng",PLATINUM,EARN,8,66,2289,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-19 12:42"
2728,258,258,"Lý Thu",SILVER,EARN,5,5,3440,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-20 22:56"
2061,203,203,"Vũ Huy",GOLD,EARN,8,64,2607,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-20 23:40"
1918,195,195,"Vũ Đức",GOLD,EARN,5,47,2441,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-21 12:55"
1594,167,167,"Tô Phát",GOLD,EARN,5,60,2038,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-21 14:12"
2362,226,226,"Mai Linh",GOLD,EARN,8,26,2977,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-21 14:34"
1008,117,117,"Dương Tùng",MEMBER,EARN,3,3,1327,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-21 16:33"
2412,231,231,"Phạm Hương",GOLD,EARN,8,66,3045,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-21 17:28"
2544,244,244,"Phạm Anh",GOLD,EARN,5,23,3211,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-21 22:42"
754,96,96,"Nguyễn Tiến",PLATINUM,EARN,5,45,1008,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-22 00:26"
1383,148,148,"Tô Long",GOLD,EARN,8,143,1785,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-22 00:54"
2809,264,264,"Đinh Khánh",SILVER,EARN,8,26,3534,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-22 18:52"
1701,178,178,"Vũ Linh",SILVER,EARN,8,8,2174,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-23 00:05"
1574,165,165,"Đinh Trang",SILVER,EARN,5,76,2016,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-24 14:27"
987,116,116,"Võ Duy",SILVER,EARN,8,24,1303,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-25 20:55"
1042,120,120,"Võ Lan",SILVER,EARN,5,39,1369,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-27 15:22"
2062,203,203,"Vũ Huy",GOLD,EARN,5,69,2608,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-28 13:11"
1791,187,187,"Tô Dũng",PLATINUM,EARN,8,74,2290,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-28 15:31"
2456,236,236,"Bùi Ngân",SILVER,EARN,5,21,3095,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-28 16:57"
1595,167,167,"Tô Phát",GOLD,EARN,8,68,2039,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-28 17:38"
755,96,96,"Nguyễn Tiến",PLATINUM,EARN,8,53,1009,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-28 18:41"
896,105,105,"Đinh Hà",MEMBER,EARN,5,21,1176,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-28 20:32"
2131,210,210,"Vũ Hương",SILVER,EARN,5,15,2690,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-28 20:45"
2905,271,271,"Lý Thảo",GOLD,EARN,5,31,3639,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-28 23:36"
2414,231,231,"Phạm Hương",GOLD,EARN,8,82,3047,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-28 23:56"
2363,226,226,"Mai Linh",GOLD,EARN,3,29,2978,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-29 00:02"
2413,231,231,"Phạm Hương",GOLD,EARN,8,74,3046,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-29 00:11"
1384,148,148,"Tô Long",GOLD,EARN,5,148,1786,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-29 14:00"
711,91,91,"Bùi Nam",SILVER,EARN,3,13,956,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-29 23:34"
1919,195,195,"Vũ Đức",GOLD,EARN,8,55,2442,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-30 00:17"
2810,264,264,"Đinh Khánh",SILVER,EARN,8,34,3535,80000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-31 15:14"
2172,216,216,"Ngô Việt",SILVER,EARN,3,32,2747,30000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-31 16:10"
2090,204,204,"Trần Phát",SILVER,EARN,5,13,2638,50000.00,COMPLETED,"[fake] Tích điểm rửa xe","2023-10-31 18:02"
